Time(s), Setpoint, Measurement, Output, Kp, Zone, Mu
0.00, 80.00, 2.00, 400.00, 3.00, 1, 0.500
0.01, 80.00, 4.00, 400.00, 3.00, 1, 0.502
0.02, 80.00, 5.66, 333.14, 3.00, 1, 0.504
0.03, 80.00, 7.06, 281.98, 3.00, 1, 0.506
0.04, 79.99, 8.31, 250.54, 3.00, 1, 0.508
0.05, 79.99, 9.46, 230.81, 3.00, 1, 0.509
0.06, 79.99, 10.54, 218.07, 3.00, 1, 0.511
0.07, 79.98, 11.57, 209.48, 3.00, 1, 0.513
0.08, 79.97, 12.58, 203.37, 3.00, 1, 0.515
0.09, 79.97, 13.56, 198.75, 3.00, 1, 0.517
0.10, 79.96, 14.52, 195.03, 3.00, 1, 0.519
0.11, 79.95, 15.47, 191.85, 3.00, 1, 0.521
0.12, 79.94, 16.40, 189.00, 3.00, 1, 0.523
0.13, 79.93, 17.31, 186.37, 3.00, 1, 0.524
0.14, 79.92, 18.21, 183.88, 3.00, 1, 0.526
0.15, 79.91, 19.10, 181.48, 3.00, 1, 0.528
0.16, 79.90, 19.98, 179.14, 3.00, 1, 0.530
0.17, 79.89, 20.84, 176.86, 3.00, 1, 0.532
0.18, 79.87, 21.70, 174.62, 3.00, 1, 0.534
0.19, 79.86, 22.54, 172.41, 3.00, 1, 0.536
0.20, 79.84, 23.36, 170.23, 3.00, 1, 0.538
0.21, 79.83, 24.18, 168.09, 3.00, 1, 0.539
0.22, 79.81, 24.99, 165.97, 3.00, 1, 0.541
0.23, 79.79, 25.78, 163.88, 3.00, 1, 0.543
0.24, 79.77, 26.56, 161.82, 3.00, 1, 0.545
0.25, 79.75, 27.34, 159.78, 3.00, 1, 0.547
0.26, 79.73, 28.10, 157.77, 3.00, 1, 0.549
0.27, 79.71, 28.85, 155.79, 3.00, 1, 0.551
0.28, 79.69, 29.59, 153.82, 3.00, 1, 0.553
0.29, 79.67, 30.32, 151.89, 3.00, 1, 0.554
0.30, 79.65, 31.04, 149.97, 3.00, 1, 0.556
0.31, 79.62, 31.75, 148.08, 3.00, 1, 0.558
0.32, 79.60, 32.45, 146.22, 3.00, 1, 0.560
0.33, 79.57, 33.14, 144.37, 3.00, 1, 0.562
0.34, 79.55, 33.82, 142.55, 3.00, 1, 0.564
0.35, 79.52, 34.49, 140.75, 3.00, 1, 0.565
0.36, 79.49, 35.15, 138.97, 3.00, 1, 0.567
0.37, 79.46, 35.80, 137.22, 3.00, 1, 0.569
0.38, 79.43, 36.44, 135.48, 3.00, 1, 0.571
0.39, 79.40, 37.07, 133.77, 3.00, 1, 0.573
0.40, 79.37, 37.70, 132.08, 3.00, 1, 0.575
0.41, 79.34, 38.31, 130.41, 3.00, 1, 0.576
0.42, 79.31, 38.92, 128.76, 3.00, 1, 0.578
0.43, 79.27, 39.51, 127.13, 3.00, 1, 0.580
0.44, 79.24, 40.10, 125.51, 3.00, 1, 0.582
0.45, 79.21, 40.68, 123.92, 3.00, 1, 0.584
0.46, 79.17, 41.25, 122.35, 3.00, 1, 0.586
0.47, 79.13, 41.81, 120.80, 3.00, 1, 0.587
0.48, 79.10, 42.37, 119.26, 3.00, 1, 0.589
0.49, 79.06, 42.91, 117.74, 3.00, 1, 0.591
0.50, 79.02, 43.45, 116.25, 3.00, 1, 0.593
0.51, 78.98, 43.98, 114.76, 3.00, 1, 0.594
0.52, 78.94, 44.51, 113.30, 3.00, 1, 0.596
0.53, 78.90, 45.02, 111.86, 3.00, 1, 0.598
0.54, 78.86, 45.53, 110.43, 3.00, 1, 0.600
0.55, 78.82, 46.03, 109.02, 3.00, 1, 0.602
0.56, 78.77, 46.52, 107.62, 3.00, 1, 0.603
0.57, 78.73, 47.00, 106.25, 3.00, 1, 0.605
0.58, 78.69, 47.48, 104.89, 3.00, 1, 0.607
0.59, 78.64, 47.95, 103.54, 3.00, 1, 0.609
0.60, 78.60, 48.41, 102.21, 3.00, 1, 0.610
0.61, 78.55, 48.87, 100.90, 3.00, 1, 0.612
0.62, 78.50, 49.32, 99.60, 3.00, 1, 0.614
0.63, 78.45, 49.76, 98.32, 3.00, 1, 0.616
0.64, 78.40, 50.20, 97.05, 3.00, 1, 0.617
0.65, 78.36, 50.63, 95.80, 3.00, 1, 0.619
0.66, 78.30, 51.05, 94.56, 3.00, 1, 0.621
0.67, 78.25, 51.46, 93.34, 3.00, 1, 0.623
0.68, 78.20, 51.87, 92.13, 3.00, 1, 0.624
0.69, 78.15, 52.28, 90.93, 3.00, 1, 0.626
0.70, 78.10, 52.67, 89.75, 3.00, 1, 0.628
0.71, 78.04, 53.06, 88.59, 3.00, 1, 0.629
0.72, 77.99, 53.45, 87.43, 3.00, 1, 0.631
0.73, 77.93, 53.82, 86.29, 3.00, 1, 0.633
0.74, 77.88, 54.20, 85.16, 3.00, 1, 0.635
0.75, 77.82, 54.56, 84.05, 3.00, 1, 0.636
0.76, 77.76, 54.92, 82.95, 3.00, 1, 0.638
0.77, 77.70, 55.28, 81.86, 3.00, 1, 0.640
0.78, 77.65, 55.63, 80.79, 3.00, 1, 0.641
0.79, 77.59, 55.97, 79.72, 3.00, 1, 0.643
0.80, 77.53, 56.31, 78.67, 3.00, 1, 0.645
0.81, 77.47, 56.64, 77.63, 3.00, 1, 0.646
0.82, 77.40, 56.96, 76.61, 3.00, 1, 0.648
0.83, 77.34, 57.29, 75.59, 3.00, 1, 0.649
0.84, 77.28, 57.60, 74.59, 3.00, 1, 0.651
0.85, 77.21, 57.91, 73.60, 3.00, 1, 0.653
0.86, 77.15, 58.22, 72.61, 3.00, 1, 0.654
0.87, 77.09, 58.52, 71.64, 3.00, 1, 0.656
0.88, 77.02, 58.81, 70.69, 3.00, 1, 0.658
0.89, 76.95, 59.10, 69.74, 3.00, 1, 0.659
0.90, 76.89, 59.39, 68.80, 3.00, 1, 0.661
0.91, 76.82, 59.67, 67.87, 3.00, 1, 0.662
0.92, 76.75, 59.94, 66.96, 3.00, 1, 0.664
0.93, 76.68, 60.21, 66.05, 3.00, 1, 0.665
0.94, 76.61, 60.48, 65.16, 3.00, 1, 0.667
0.95, 76.54, 60.74, 64.27, 3.00, 1, 0.669
0.96, 76.47, 60.99, 63.40, 3.00, 1, 0.670
0.97, 76.40, 61.25, 62.53, 3.00, 1, 0.672
0.98, 76.33, 61.49, 61.67, 3.00, 1, 0.673
0.99, 76.25, 61.74, 60.83, 3.00, 1, 0.675
1.00, 76.18, 61.97, 59.99, 3.00, 1, 0.676
1.01, 76.11, 62.21, 59.16, 3.00, 1, 0.678
1.02, 76.03, 62.44, 58.34, 3.00, 1, 0.679
1.03, 75.96, 62.66, 57.53, 3.00, 1, 0.681
1.04, 75.88, 62.88, 56.73, 3.00, 1, 0.682
1.05, 75.80, 63.10, 55.94, 3.00, 1, 0.684
1.06, 75.73, 63.31, 55.16, 3.00, 1, 0.685
1.07, 75.65, 63.52, 54.38, 3.00, 1, 0.687
1.08, 75.57, 63.73, 53.62, 3.00, 1, 0.688
1.09, 75.49, 63.93, 52.86, 3.00, 1, 0.690
1.10, 75.41, 64.12, 52.11, 3.00, 1, 0.691
1.11, 75.33, 64.32, 51.37, 3.00, 1, 0.693
1.12, 75.25, 64.51, 50.64, 3.00, 1, 0.694
1.13, 75.17, 64.69, 49.91, 3.00, 1, 0.696
1.14, 75.09, 64.87, 49.20, 3.00, 1, 0.697
1.15, 75.00, 65.05, 48.49, 3.00, 1, 0.698
1.16, 74.92, 65.22, 47.78, 3.00, 1, 0.700
1.17, 74.83, 65.39, 47.09, 3.00, 1, 0.701
1.18, 74.75, 65.56, 46.40, 3.00, 1, 0.703
1.19, 74.67, 65.72, 45.73, 3.00, 1, 0.704
1.20, 74.58, 65.88, 45.05, 3.00, 1, 0.705
1.21, 74.49, 66.04, 44.39, 3.00, 1, 0.707
1.22, 74.41, 66.19, 43.73, 3.00, 1, 0.708
1.23, 74.32, 66.34, 43.08, 3.00, 1, 0.709
1.24, 74.23, 66.49, 42.44, 3.00, 1, 0.711
1.25, 74.14, 66.63, 41.80, 3.00, 1, 0.712
1.26, 74.05, 66.77, 41.17, 3.00, 1, 0.713
1.27, 73.96, 66.90, 40.55, 3.00, 1, 0.715
1.28, 73.87, 67.04, 39.93, 3.00, 1, 0.716
1.29, 73.78, 67.17, 39.32, 3.00, 1, 0.717
1.30, 73.69, 67.29, 38.72, 3.00, 1, 0.719
1.31, 73.60, 67.42, 38.12, 3.00, 1, 0.720
1.32, 73.51, 67.54, 37.53, 3.00, 1, 0.721
1.33, 73.41, 67.65, 36.95, 3.00, 1, 0.723
1.34, 73.32, 67.77, 36.37, 3.00, 1, 0.724
1.35, 73.23, 67.88, 35.80, 3.00, 1, 0.725
1.36, 73.13, 67.99, 35.23, 3.00, 1, 0.726
1.37, 73.04, 68.09, 34.67, 3.00, 1, 0.728
1.38, 72.94, 68.20, 34.12, 3.00, 1, 0.729
1.39, 72.85, 68.30, 33.57, 3.00, 1, 0.730
1.40, 72.75, 68.39, 33.03, 3.00, 1, 0.731
1.41, 72.65, 68.49, 32.49, 3.00, 1, 0.732
1.42, 72.55, 68.58, 31.96, 3.00, 1, 0.734
1.43, 72.46, 68.67, 31.43, 3.00, 1, 0.735
1.44, 72.36, 68.75, 30.91, 3.00, 1, 0.736
1.45, 72.26, 68.83, 30.40, 3.00, 1, 0.737
1.46, 72.16, 68.92, 29.89, 3.00, 1, 0.738
1.47, 72.06, 68.99, 29.38, 3.00, 1, 0.739
1.48, 71.96, 69.07, 28.89, 3.00, 1, 0.740
1.49, 71.86, 69.14, 28.39, 3.00, 1, 0.742
1.50, 71.76, 69.21, 27.90, 3.00, 1, 0.743
1.51, 71.65, 69.28, 27.42, 3.00, 1, 0.744
1.52, 71.55, 69.35, 26.94, 3.00, 1, 0.745
1.53, 71.45, 69.41, 26.47, 3.00, 1, 0.746
1.54, 71.35, 69.47, 26.00, 3.00, 1, 0.747
1.55, 71.24, 69.53, 25.53, 3.00, 1, 0.748
1.56, 71.14, 69.58, 25.07, 3.00, 1, 0.749
1.57, 71.03, 69.64, 24.62, 3.00, 1, 0.750
1.58, 70.93, 69.69, 24.17, 3.00, 1, 0.751
1.59, 70.82, 69.74, 23.73, 3.00, 1, 0.752
1.60, 70.72, 69.78, 23.28, 3.00, 1, 0.753
1.61, 70.61, 69.83, 22.85, 3.00, 1, 0.754
1.62, 70.50, 69.87, 22.42, 3.00, 1, 0.755
1.63, 70.40, 69.91, 21.99, 3.00, 1, 0.756
1.64, 70.29, 69.95, 21.57, 3.00, 1, 0.757
1.65, 70.18, 69.98, 21.15, 3.00, 1, 0.758
1.66, 70.07, 70.02, 20.73, 3.00, 1, 0.759
1.67, 69.96, 70.05, 20.32, 3.00, 1, 0.760
1.68, 69.85, 70.08, 19.92, 3.00, 1, 0.761
1.69, 69.75, 70.11, 19.51, 3.00, 1, 0.762
1.70, 69.64, 70.13, 19.12, 3.00, 1, 0.763
1.71, 69.52, 70.16, 18.72, 3.00, 1, 0.764
1.72, 69.41, 70.18, 18.33, 3.00, 1, 0.765
1.73, 69.30, 70.20, 17.95, 3.00, 1, 0.766
1.74, 69.19, 70.21, 17.57, 3.00, 1, 0.766
1.75, 69.08, 70.23, 17.19, 3.00, 1, 0.767
1.76, 68.97, 70.24, 16.81, 3.00, 1, 0.768
1.77, 68.86, 70.26, 16.44, 3.00, 1, 0.769
1.78, 68.74, 70.27, 16.08, 3.00, 1, 0.770
1.79, 68.63, 70.27, 15.71, 3.00, 1, 0.771
1.80, 68.52, 70.28, 15.35, 3.00, 1, 0.771
1.81, 68.40, 70.29, 15.00, 3.00, 1, 0.772
1.82, 68.29, 70.29, 14.65, 3.00, 1, 0.773
1.83, 68.17, 70.29, 14.30, 3.00, 1, 0.774
1.84, 68.06, 70.29, 13.95, 3.00, 1, 0.775
1.85, 67.94, 70.29, 13.61, 3.00, 1, 0.775
1.86, 67.83, 70.28, 13.27, 3.00, 1, 0.776
1.87, 67.71, 70.28, 12.94, 3.00, 1, 0.777
1.88, 67.60, 70.27, 12.61, 3.00, 1, 0.778
1.89, 67.48, 70.26, 12.28, 3.00, 1, 0.778
1.90, 67.36, 70.25, 11.96, 3.00, 1, 0.779
1.91, 67.25, 70.24, 11.64, 3.00, 1, 0.780
1.92, 67.13, 70.22, 11.32, 3.00, 1, 0.780
1.93, 67.01, 70.21, 11.00, 3.00, 1, 0.781
1.94, 66.89, 70.19, 10.69, 3.00, 1, 0.782
1.95, 66.77, 70.17, 10.38, 3.00, 1, 0.782
1.96, 66.66, 70.15, 10.08, 3.00, 1, 0.783
1.97, 66.54, 70.13, 9.78, 3.00, 1, 0.784
1.98, 66.42, 70.11, 9.48, 3.00, 1, 0.784
1.99, 66.30, 70.09, 9.18, 3.00, 1, 0.785
2.00, 66.18, 70.06, 8.89, 3.00, 1, 0.785
2.01, 66.06, 70.03, 8.60, 3.00, 1, 0.786
2.02, 65.94, 70.01, 8.31, 3.00, 1, 0.786
2.03, 65.82, 69.98, 8.03, 3.00, 1, 0.787
2.04, 65.70, 69.94, 7.75, 3.00, 1, 0.788
2.05, 65.58, 69.91, 7.47, 3.00, 1, 0.788
2.06, 65.46, 69.88, 7.19, 3.00, 1, 0.789
2.07, 65.34, 69.84, 6.92, 3.00, 1, 0.789
2.08, 65.22, 69.81, 6.65, 3.00, 1, 0.790
2.09, 65.10, 69.77, 6.39, 3.00, 1, 0.790
2.10, 64.97, 69.73, 6.12, 3.00, 1, 0.791
2.11, 64.85, 69.69, 5.86, 3.00, 1, 0.791
2.12, 64.73, 69.65, 5.60, 3.00, 1, 0.791
2.13, 64.61, 69.60, 5.35, 3.00, 1, 0.792
2.14, 64.49, 69.56, 5.09, 3.00, 1, 0.792
2.15, 64.36, 69.51, 4.84, 3.00, 1, 0.793
2.16, 64.24, 69.47, 4.59, 3.00, 1, 0.793
2.17, 64.12, 69.42, 4.35, 3.00, 1, 0.794
2.18, 63.99, 69.37, 4.11, 3.00, 1, 0.794
2.19, 63.87, 69.32, 3.87, 3.00, 1, 0.794
2.20, 63.75, 69.27, 3.63, 3.00, 1, 0.795
2.21, 63.62, 69.22, 3.39, 3.00, 1, 0.795
2.22, 63.50, 69.16, 3.16, 3.00, 1, 0.795
2.23, 63.38, 69.11, 2.93, 3.00, 1, 0.796
2.24, 63.25, 69.05, 2.70, 3.00, 1, 0.796
2.25, 63.13, 69.00, 2.48, 3.00, 1, 0.796
2.26, 63.00, 68.94, 2.25, 3.00, 1, 0.797
2.27, 62.88, 68.88, 2.03, 3.00, 1, 0.797
2.28, 62.76, 68.82, 1.82, 3.00, 1, 0.797
2.29, 62.63, 68.76, 1.60, 3.00, 1, 0.797
2.30, 62.51, 68.70, 1.39, 3.00, 1, 0.798
2.31, 62.38, 68.64, 1.18, 3.00, 1, 0.798
2.32, 62.26, 68.57, 0.97, 3.00, 1, 0.798
2.33, 62.13, 68.51, 0.76, 3.00, 1, 0.798
2.34, 62.01, 68.44, 0.56, 3.00, 1, 0.798
2.35, 61.88, 68.37, 0.35, 3.00, 1, 0.799
2.36, 61.76, 68.31, 0.15, 3.00, 1, 0.799
2.37, 61.63, 68.24, -0.04, 3.00, 1, 0.799
2.38, 61.51, 68.17, -0.24, 3.00, 1, 0.799
2.39, 61.38, 68.10, -0.43, 3.00, 1, 0.799
2.40, 61.26, 68.03, -0.62, 3.00, 1, 0.799
2.41, 61.13, 67.96, -0.81, 3.00, 1, 0.800
2.42, 61.00, 67.88, -1.00, 3.00, 1, 0.800
2.43, 60.88, 67.81, -1.18, 3.00, 1, 0.800
2.44, 60.75, 67.73, -1.36, 3.00, 1, 0.800
2.45, 60.63, 67.66, -1.54, 3.00, 1, 0.800
2.46, 60.50, 67.58, -1.72, 3.00, 1, 0.800
2.47, 60.38, 67.51, -1.90, 3.00, 1, 0.800
2.48, 60.25, 67.43, -2.07, 3.00, 1, 0.800
2.49, 60.13, 67.35, -2.24, 3.00, 1, 0.800
2.50, 60.00, 67.27, -2.41, 3.00, 1, 0.800
2.51, 59.87, 67.19, -2.58, 3.00, 1, 0.800
2.52, 59.75, 67.11, -2.75, 3.00, 1, 0.800
2.53, 59.62, 67.03, -2.91, 3.00, 1, 0.800
2.54, 59.50, 66.94, -3.07, 3.00, 1, 0.800
2.55, 59.37, 66.86, -3.23, 3.00, 1, 0.800
2.56, 59.25, 66.78, -3.39, 3.00, 1, 0.800
2.57, 59.12, 66.69, -3.55, 3.00, 1, 0.800
2.58, 59.00, 66.61, -3.70, 3.00, 1, 0.800
2.59, 58.87, 66.52, -3.85, 3.00, 1, 0.800
2.60, 58.74, 66.44, -4.00, 3.00, 1, 0.799
2.61, 58.62, 66.35, -4.15, 3.00, 1, 0.799
2.62, 58.49, 66.26, -4.30, 3.00, 1, 0.799
2.63, 58.37, 66.17, -4.44, 3.00, 1, 0.799
2.64, 58.24, 66.08, -4.59, 3.00, 1, 0.799
2.65, 58.12, 65.99, -4.73, 3.00, 1, 0.799
2.66, 57.99, 65.90, -4.87, 3.00, 1, 0.798
2.67, 57.87, 65.81, -5.00, 3.00, 1, 0.798
2.68, 57.74, 65.72, -5.14, 3.00, 1, 0.798
2.69, 57.62, 65.63, -5.27, 3.00, 1, 0.798
2.70, 57.49, 65.54, -5.41, 3.00, 1, 0.798
2.71, 57.37, 65.44, -5.54, 3.00, 1, 0.797
2.72, 57.24, 65.35, -5.66, 3.00, 1, 0.797
2.73, 57.12, 65.25, -5.79, 3.00, 1, 0.797
2.74, 57.00, 65.16, -5.91, 3.00, 1, 0.797
2.75, 56.87, 65.06, -6.04, 3.00, 1, 0.796
2.76, 56.75, 64.97, -6.16, 3.00, 1, 0.796
2.77, 56.62, 64.87, -6.28, 3.00, 1, 0.796
2.78, 56.50, 64.77, -6.40, 3.00, 1, 0.795
2.79, 56.38, 64.68, -6.51, 3.00, 1, 0.795
2.80, 56.25, 64.58, -6.63, 3.00, 1, 0.795
2.81, 56.13, 64.48, -6.74, 3.00, 1, 0.794
2.82, 56.01, 64.38, -6.85, 3.00, 1, 0.794
2.83, 55.88, 64.28, -6.96, 3.00, 1, 0.794
2.84, 55.76, 64.18, -7.07, 3.00, 1, 0.793
2.85, 55.64, 64.08, -7.17, 3.00, 1, 0.793
2.86, 55.51, 63.98, -7.28, 3.00, 1, 0.792
2.87, 55.39, 63.88, -7.38, 3.00, 1, 0.792
2.88, 55.27, 63.78, -7.48, 3.00, 1, 0.791
2.89, 55.15, 63.68, -7.58, 3.00, 1, 0.791
2.90, 55.03, 63.58, -7.68, 3.00, 1, 0.791
2.91, 54.90, 63.47, -7.77, 3.00, 1, 0.790
2.92, 54.78, 63.37, -7.87, 3.00, 1, 0.790
2.93, 54.66, 63.27, -7.96, 3.00, 1, 0.789
2.94, 54.54, 63.17, -8.05, 3.00, 1, 0.789
2.95, 54.42, 63.06, -8.14, 3.00, 1, 0.788
2.96, 54.30, 62.96, -8.23, 3.00, 1, 0.788
2.97, 54.18, 62.85, -8.32, 3.00, 1, 0.787
2.98, 54.06, 62.75, -8.40, 3.00, 1, 0.786
2.99, 53.94, 62.64, -8.49, 3.00, 1, 0.786
3.00, 53.82, 62.54, -8.57, 3.00, 1, 0.785
3.01, 53.70, 62.43, -8.65, 3.00, 1, 0.785
3.02, 53.58, 62.33, -8.73, 3.00, 1, 0.784
3.03, 53.46, 62.22, -8.80, 3.00, 1, 0.784
3.04, 53.34, 62.11, -8.88, 3.00, 1, 0.783
3.05, 53.23, 62.01, -8.95, 3.00, 1, 0.782
3.06, 53.11, 61.90, -9.03, 3.00, 1, 0.782
3.07, 52.99, 61.79, -9.10, 3.00, 1, 0.781
3.08, 52.87, 61.68, -9.17, 3.00, 1, 0.780
3.09, 52.75, 61.58, -9.24, 3.00, 1, 0.780
3.10, 52.64, 61.47, -9.30, 3.00, 1, 0.779
3.11, 52.52, 61.36, -9.37, 3.00, 1, 0.778
3.12, 52.40, 61.25, -9.43, 3.00, 1, 0.778
3.13, 52.29, 61.14, -9.49, 3.00, 1, 0.777
3.14, 52.17, 61.03, -9.56, 3.00, 1, 0.776
3.15, 52.06, 60.92, -9.61, 3.00, 1, 0.775
3.16, 51.94, 60.81, -9.67, 3.00, 1, 0.775
3.17, 51.83, 60.71, -9.73, 3.00, 1, 0.774
3.18, 51.71, 60.60, -9.78, 3.00, 1, 0.773
3.19, 51.60, 60.49, -9.84, 3.00, 1, 0.772
3.20, 51.48, 60.38, -9.89, 3.00, 1, 0.771
3.21, 51.37, 60.27, -9.94, 3.00, 1, 0.771
3.22, 51.26, 60.16, -9.99, 3.00, 1, 0.770
3.23, 51.14, 60.05, -10.04, 3.00, 1, 0.769
3.24, 51.03, 59.93, -10.09, 3.00, 1, 0.768
3.25, 50.92, 59.82, -10.13, 3.00, 1, 0.767
3.26, 50.81, 59.71, -10.17, 3.00, 1, 0.766
3.27, 50.70, 59.60, -10.22, 3.00, 1, 0.766
3.28, 50.59, 59.49, -10.26, 3.00, 1, 0.765
3.29, 50.48, 59.38, -10.30, 3.00, 1, 0.764
3.30, 50.36, 59.27, -10.34, 3.00, 1, 0.763
3.31, 50.26, 59.16, -10.37, 3.00, 1, 0.762
3.32, 50.15, 59.05, -10.41, 3.00, 1, 0.761
3.33, 50.04, 58.94, -10.44, 3.00, 1, 0.760
3.34, 49.93, 58.82, -10.48, 3.00, 1, 0.759
3.35, 49.82, 58.71, -10.51, 3.00, 1, 0.758
3.36, 49.71, 58.60, -10.54, 3.00, 1, 0.757
3.37, 49.60, 58.49, -10.57, 3.00, 1, 0.756
3.38, 49.50, 58.38, -10.59, 3.00, 1, 0.755
